gkz,values,name,classIndices,friendlyUrl,type,selected,geometry,count_osm
07135905,[ 7.4000000000000004 ],Zell (Mosel),[ 3 ],zell-mosel,GEMEINDE,,"MULTIPOLYGON (((7.0856 50.0664, 7.098 50.0869, 7.1361 50.0991, 7.1774 50.0638, 7.1992 50.0607, 7.2067 50.0462, 7.2186 50.0466, 7.2131 50.0752, 7.2468 50.0802, 7.2473 50.096, 7.2929 50.1193, 7.3485 50.0859, 7.3398 50.0633, 7.315 50.0654, 7.3506 50.0241, 7.3486 50.0093, 7.286 49.9946, 7.2838 49.9702, 7.2022 49.9666, 7.1957 49.9861, 7.1465 49.9905, 7.0856 50.0664)))",3.0
07135903,[ 8.9000000000000004 ],Ulmen,[ 4 ],ulmen,GEMEINDE,,"MULTIPOLYGON (((6.979 50.0982, 6.9792 50.1237, 6.9956 50.1341, 6.9557 50.1577, 6.9734 50.1749, 6.9522 50.2082, 6.9586 50.2262, 6.9939 50.2372, 7.0072 50.2195, 7.046 50.2388, 7.0598 50.204, 7.0994 50.1938, 7.1177 50.1812, 7.0912 50.1461, 7.1064 50.1175, 7.0676 50.1042, 7.098 50.0869, 7.0856 50.0664, 7.0325 50.0648, 7.0033 50.0858, 6.9827 50.0826, 6.979 50.0982)))",3.0
07135902,[ 8.4000000000000004 ],Kaisersesch,[ 4 ],kaisersesch,GEMEINDE,,"MULTIPOLYGON (((7.2374 50.26, 7.2875 50.245, 7.3189 50.2157, 7.2943 50.2025, 7.2572 50.1717, 7.2264 50.1718, 7.215 50.1895, 7.2305 50.1991, 7.2076 50.2157, 7.1899 50.2122, 7.1873 50.1829, 7.1645 50.1798, 7.1256 50.2032, 7.0994 50.1938, 7.0598 50.204, 7.046 50.2388, 7.0699 50.2802, 7.1254 50.2773, 7.1237 50.2632, 7.1859 50.2794, 7.1873 50.2631, 7.2374 50.26)))",2.0
07137902,[ 9.0 ],Maifeld,[ 4 ],maifeld,GEMEINDE,,"MULTIPOLYGON (((7.3805 50.2099, 7.2943 50.2025, 7.3189 50.2157, 7.2875 50.245, 7.2374 50.26, 7.2447 50.2822, 7.2617 50.2844, 7.2483 50.3144, 7.279 50.3189, 7.2918 50.3418, 7.3347 50.3498, 7.3791 50.3735, 7.4287 50.3634, 7.4376 50.3511, 7.4049 50.3438, 7.4126 50.3306, 7.4156 50.2989, 7.394 50.2861, 7.419 50.2468, 7.3805 50.2099)))",4.0
07137907,[ 8.4000000000000004 ],Vallendar,[ 4 ],vallendar,GEMEINDE,,"MULTIPOLYGON (((7.6644 50.3815, 7.6194 50.3718, 7.5727 50.4092, 7.5718 50.4102, 7.6417 50.4351, 7.6745 50.426, 7.6743 50.4007, 7.6467 50.3974, 7.6644 50.3815)))",2.0
07138909,[ 9.0 ],Rengsdorf-Waldbreitbach,[ 4 ],rengsdorf-waldbreitbach,GEMEINDE,,"MULTIPOLYGON (((7.5824 50.5341, 7.5961 50.5064, 7.5654 50.4829, 7.5142 50.4844, 7.5205 50.5031, 7.4817 50.4744, 7.4685 50.5012, 7.4392 50.4889, 7.3994 50.4946, 7.3958 50.5085, 7.3769 50.5567, 7.3915 50.5777, 7.4311 50.5919, 7.4743 50.5813, 7.5319 50.5621, 7.5587 50.5448, 7.5394 50.5235, 7.5824 50.5341)))",3.0
07138901,[ 8.5999999999999996 ],Asbach,[ 4 ],asbach,GEMEINDE,,"MULTIPOLYGON (((7.3575 50.6979, 7.3744 50.7182, 7.439 50.7117, 7.4854 50.6682, 7.4815 50.626, 7.4511 50.6175, 7.4707 50.6107, 7.4743 50.5813, 7.4311 50.5919, 7.3915 50.5777, 7.3666 50.6184, 7.3299 50.6303, 7.3148 50.6373, 7.3577 50.6487, 7.3638 50.6709, 7.372 50.6818, 7.3575 50.6979)))",4.0
07140908,[ 9.4000000000000004 ],Simmern-Rheinböllen,[ 5 ],simmern-rheinboellen,GEMEINDE,,"MULTIPOLYGON (((7.3867 50.0179, 7.431 50.0224, 7.4765 50.0099, 7.4691 50.0174, 7.4894 50.0339, 7.4825 50.0629, 7.548 50.0837, 7.5682 50.0864, 7.6002 50.0627, 7.6174 50.0717, 7.6649 50.0331, 7.7346 49.9985, 7.6869 50.0007, 7.7057 49.9799, 7.666 49.968, 7.6504 49.9297, 7.6329 49.9362, 7.583 49.9092, 7.5424 49.8919, 7.54 49.8908, 7.4751 49.9132, 7.4837 49.9251, 7.4578 49.9348, 7.4579 49.977, 7.4139 49.9889, 7.4039 49.9996, 7.4147 50.0184, 7.3867 50.0179)))",5.0
07140909,[ 8.3000000000000007 ],Hunsrück-Mittelrhein,[ 4 ],hunsrueck-mittelrhein,GEMEINDE,,"MULTIPOLYGON (((7.548 50.0837, 7.4959 50.1373, 7.4439 50.1429, 7.427 50.1751, 7.4136 50.1932, 7.4275 50.213, 7.4497 50.2154, 7.4458 50.1999, 7.4591 50.1991, 7.486 50.1826, 7.5501 50.2136, 7.5863 50.1967, 7.6042 50.1635, 7.6458 50.1572, 7.6674 50.1715, 7.7242 50.1486, 7.7391 50.1306, 7.7226 50.1135, 7.7652 50.0827, 7.6649 50.0331, 7.6174 50.0717, 7.6002 50.0627, 7.5682 50.0864, 7.548 50.0837)))",7.0
07141903,[ 8.5999999999999996 ],Diez,[ 4 ],diez,GEMEINDE,,"MULTIPOLYGON (((7.9752 50.4361, 8.0011 50.4451, 8.0114 50.4282, 8.0501 50.4241, 8.0525 50.4058, 8.0238 50.4009, 8.0139 50.3844, 8.043 50.3859, 8.0697 50.3582, 8.0702 50.3556, 7.9988 50.3394, 7.9708 50.3096, 7.9226 50.3307, 7.8981 50.3261, 7.9039 50.3111, 7.8897 50.3179, 7.854 50.3358, 7.8636 50.3475, 7.8805 50.3753, 7.853 50.3821, 7.857 50.3917, 7.8855 50.3831, 7.8792 50.3989, 7.9275 50.4147, 7.9462 50.3966, 7.9722 50.4062, 7.9639 50.4121, 7.9892 50.4339, 7.9752 50.4361)))",5.0
07141910,[ 8.6999999999999993 ],Bad Ems-Nassau,[ 4 ],bad-ems-nassau,GEMEINDE,,"MULTIPOLYGON (((7.742 50.2719, 7.739 50.2735, 7.754 50.2934, 7.731 50.2985, 7.7557 50.3072, 7.7259 50.3142, 7.727 50.3259, 7.6796 50.307, 7.6484 50.3123, 7.6502 50.3244, 7.6667 50.3395, 7.6978 50.3515, 7.7368 50.3698, 7.7547 50.4016, 7.751 50.384, 7.7764 50.3972, 7.7932 50.3875, 7.7691 50.3702, 7.7752 50.3556, 7.8131 50.3639, 7.8636 50.3475, 7.854 50.3358, 7.8897 50.3179, 7.8853 50.3006, 7.9009 50.2983, 7.8904 50.2878, 7.9049 50.2812, 7.8764 50.2771, 7.8796 50.2486, 7.8589 50.2393, 7.8477 50.246, 7.8576 50.2665, 7.8035 50.2682, 7.8051 50.2532, 7.786 50.2447, 7.742 50.2719)), ((7.7392 50.2829, 7.7066 50.2778, 7.6869 50.2855, 7.7046 50.3009, 7.7392 50.2829)))",7.0
07331903,[ 9.3000000000000007 ],Monsheim,[ 4 ],monsheim,GEMEINDE,,"MULTIPOLYGON (((8.2566 49.5911, 8.233 49.588, 8.1916 49.6277, 8.1525 49.6269, 8.1502 49.6614, 8.1854 49.6729, 8.2638 49.6716, 8.279 49.6552, 8.2453 49.6504, 8.2379 49.6276, 8.2566 49.5911)))",2.0
07143905,[ 9.0 ],Ransbach-Baumbach,[ 4 ],ransbach-baumbach,GEMEINDE,,"MULTIPOLYGON (((7.6737 50.5132, 7.7195 50.5148, 7.7383 50.4991, 7.727 50.4853, 7.7593 50.4689, 7.7367 50.4362, 7.7319 50.4488, 7.7025 50.4389, 7.6972 50.4715, 7.647 50.4597, 7.6267 50.4428, 7.5991 50.4643, 7.602 50.4825, 7.6736 50.4915, 7.6737 50.5132)))",3.0
07143910,[ 8.1999999999999993 ],Wirges,[ 4 ],wirges,GEMEINDE,,"MULTIPOLYGON (((7.8482 50.54, 7.863 50.5236, 7.8451 50.5103, 7.8538 50.4874, 7.843 50.4549, 7.7334 50.4295, 7.7367 50.4362, 7.7593 50.4689, 7.727 50.4853, 7.7383 50.4991, 7.7896 50.4962, 7.811 50.5299, 7.8217 50.5221, 7.8482 50.54)))",5.0
07332907,[ 8.0999999999999996 ],Leiningerland,[ 4 ],leiningerland,GEMEINDE,,"MULTIPOLYGON (((8.0195 49.4632, 7.9949 49.4859, 7.9525 49.4741, 7.9483 49.4866, 7.9672 49.4904, 8.1011 49.5539, 8.0895 49.5765, 8.1525 49.6269, 8.1916 49.6277, 8.233 49.588, 8.2566 49.5911, 8.2809 49.5869, 8.2817 49.5428, 8.2563 49.5334, 8.1482 49.5307, 8.0725 49.4775, 8.0676 49.4752, 8.0195 49.4632)))",10.0
07143904,[ 8.9000000000000004 ],Montabaur,[ 4 ],montabaur,GEMEINDE,,"MULTIPOLYGON (((7.6978 50.3515, 7.6902 50.3595, 7.6644 50.3815, 7.6467 50.3974, 7.6743 50.4007, 7.7066 50.3931, 7.7449 50.4079, 7.7334 50.4295, 7.843 50.4549, 7.8538 50.4874, 7.8647 50.4673, 7.905 50.4693, 7.9391 50.4397, 7.9752 50.4361, 7.9892 50.4339, 7.9639 50.4121, 7.9722 50.4062, 7.9462 50.3966, 7.9275 50.4147, 7.8792 50.3989, 7.8855 50.3831, 7.857 50.3917, 7.853 50.3821, 7.8805 50.3753, 7.8636 50.3475, 7.8131 50.3639, 7.7752 50.3556, 7.7691 50.3702, 7.7932 50.3875, 7.7764 50.3972, 7.751 50.384, 7.7547 50.4016, 7.7368 50.3698, 7.6978 50.3515)))",7.0
07143908,[ 8.0999999999999996 ],Wallmerod,[ 4 ],wallmerod,GEMEINDE,,"MULTIPOLYGON (((7.8671 50.5544, 7.9414 50.5153, 7.9834 50.5112, 7.9796 50.4845, 7.9952 50.4693, 8.0104 50.4606, 8.0011 50.4451, 7.9752 50.4361, 7.9391 50.4397, 7.905 50.4693, 7.8647 50.4673, 7.8538 50.4874, 7.8451 50.5103, 7.863 50.5236, 7.8482 50.54, 7.8671 50.5544)))",2.0
07143907,[ 8.6999999999999993 ],Selters (Westerwald),[ 4 ],selters-westerwald,GEMEINDE,,"MULTIPOLYGON (((7.8671 50.5544, 7.8482 50.54, 7.8217 50.5221, 7.811 50.5299, 7.7896 50.4962, 7.7383 50.4991, 7.7195 50.5148, 7.6737 50.5132, 7.6958 50.5286, 7.7042 50.5618, 7.6979 50.5748, 7.6843 50.5675, 7.6807 50.5935, 7.6902 50.5967, 7.6956 50.5803, 7.7061 50.5868, 7.7098 50.5932, 7.7311 50.5861, 7.7708 50.6195, 7.8104 50.5845, 7.866 50.5923, 7.8827 50.5751, 7.8671 50.5544)), ((7.6668 50.5688, 7.6807 50.566, 7.6805 50.5639, 7.6697 50.5611, 7.6668 50.5688)))",5.0
07143903,[ 8.4000000000000004 ],Höhr-Grenzhausen,[ 4 ],hoehr-grenzhausen,GEMEINDE,,"MULTIPOLYGON (((7.6417 50.4351, 7.6319 50.4466, 7.647 50.4597, 7.6972 50.4715, 7.7025 50.4389, 7.7319 50.4488, 7.7367 50.4362, 7.7334 50.4295, 7.7449 50.4079, 7.7066 50.3931, 7.6743 50.4007, 7.6745 50.426, 7.6417 50.4351)))",4.0
07231908,[ 10.699999999999999 ],Wittlich-Land,[ 5 ],wittlich-land,GEMEINDE,,"MULTIPOLYGON (((6.7138 50.0077, 6.6987 50.0401, 6.7186 50.0448, 6.6944 50.0681, 6.7004 50.0847, 6.7552 50.1177, 6.7756 50.1082, 6.8578 50.1305, 6.9026 50.098, 6.9063 50.0753, 6.954 50.08, 6.9705 50.0597, 6.9638 50.0396, 6.9309 50.046, 6.903 50.0171, 6.8998 50.0307, 6.875 50.0213, 6.8866 50.0116, 6.8351 49.9908, 6.8343 49.9759, 6.8653 49.9564, 6.9022 49.9716, 6.9337 49.9555, 6.9609 49.9616, 6.9775 49.9513, 6.9457 49.9351, 6.9808 49.9141, 6.8933 49.9061, 6.9031 49.8891, 6.872 49.8803, 6.8661 49.8656, 6.7968 49.8524, 6.7845 49.8776, 6.7597 49.8796, 6.7634 49.8916, 6.7283 49.8809, 6.7122 49.905, 6.7049 49.9472, 6.6864 49.9564, 6.6813 49.965, 6.7284 49.984, 6.7138 50.0077)))",3.0
07232905,[ 7.0999999999999996 ],Südeifel,[ 3 ],suedeifel,GEMEINDE,,"MULTIPOLYGON (((6.1457 50.0229, 6.2345 50.0365, 6.2929 50.0792, 6.3172 50.0707, 6.3113 50.0558, 6.3961 50.0345, 6.4131 50.0054, 6.3818 50.0089, 6.3438 49.9743, 6.3771 49.9548, 6.357 49.9236, 6.3861 49.9107, 6.4226 49.9206, 6.4414 49.8929, 6.4929 49.8982, 6.5052 49.8717, 6.5429 49.8838, 6.5437 49.8631, 6.5265 49.8524, 6.5333 49.8391, 6.4752 49.8212, 6.4283 49.811, 6.3637 49.8509, 6.3215 49.8387, 6.3117 49.8693, 6.2338 49.9001, 6.2181 49.9231, 6.2239 49.9501, 6.1981 49.9486, 6.1871 49.9688, 6.178 49.954, 6.172 49.9852, 6.1377 49.9986, 6.1497 50.0089, 6.1299 50.0189, 6.1457 50.0229)))",4.0
07232908,[ 10.6 ],Bitburger Land,[ 5 ],bitburger-land,GEMEINDE,,"MULTIPOLYGON (((6.446 50.0842, 6.4732 50.0994, 6.4914 50.0825, 6.5183 50.1315, 6.5389 50.1267, 6.5491 50.146, 6.5879 50.1334, 6.5731 50.1265, 6.5905 50.118, 6.5828 50.109, 6.638 50.1175, 6.6602 50.0998, 6.7004 50.0847, 6.6944 50.0681, 6.7186 50.0448, 6.6987 50.0401, 6.7138 50.0077, 6.6657 50.0041, 6.6813 49.965, 6.6864 49.9564, 6.6638 49.9667, 6.6231 49.9571, 6.6348 49.9459, 6.6147 49.9323, 6.6112 49.8994, 6.5998 49.8967, 6.5843 49.8851, 6.5793 49.8677, 6.5437 49.8631, 6.5429 49.8838, 6.5052 49.8717, 6.4929 49.8982, 6.4414 49.8929, 6.4226 49.9206, 6.3861 49.9107, 6.357 49.9236, 6.3771 49.9548, 6.3438 49.9743, 6.3818 50.0089, 6.4131 50.0054, 6.3961 50.0345, 6.4201 50.0353, 6.4184 50.0595, 6.4456 50.0506, 6.446 50.0842)))",10.0
07232901,[ 8.5999999999999996 ],Arzfeld,[ 4 ],arzfeld,GEMEINDE,,"MULTIPOLYGON (((6.1612 50.1748, 6.1987 50.1789, 6.2747 50.1455, 6.3666 50.1516, 6.4141 50.1307, 6.446 50.0842, 6.4456 50.0506, 6.4184 50.0595, 6.4201 50.0353, 6.3961 50.0345, 6.3113 50.0558, 6.3172 50.0707, 6.2929 50.0792, 6.2345 50.0365, 6.1457 50.0229, 6.1125 50.0596, 6.1294 50.0735, 6.1167 50.0749, 6.1353 50.1033, 6.1299 50.1221, 6.1543 50.1419, 6.132 50.1552, 6.1466 50.1776, 6.1612 50.1748)))",2.0
07232906,[ 8.0999999999999996 ],Prüm,[ 4 ],pruem,GEMEINDE,,"MULTIPOLYGON (((6.4041 50.3232, 6.4261 50.3229, 6.4411 50.2966, 6.471 50.3135, 6.4776 50.2847, 6.5114 50.2856, 6.5318 50.2507, 6.5537 50.2532, 6.5639 50.2294, 6.5914 50.2255, 6.5895 50.1954, 6.551 50.186, 6.563 50.1576, 6.5491 50.146, 6.5389 50.1267, 6.5183 50.1315, 6.4914 50.0825, 6.4732 50.0994, 6.446 50.0842, 6.4141 50.1307, 6.3666 50.1516, 6.2747 50.1455, 6.1987 50.1789, 6.1612 50.1748, 6.1928 50.1819, 6.1889 50.2052, 6.1664 50.2196, 6.1759 50.2356, 6.2782 50.2663, 6.3066 50.3203, 6.363 50.3055, 6.4041 50.3232)))",5.0
07233904,[ 8.0 ],Kelberg,[ 4 ],kelberg,GEMEINDE,,"MULTIPOLYGON (((6.8185 50.3238, 6.9352 50.3086, 6.9845 50.3485, 7.0391 50.3351, 6.9759 50.3034, 7.0699 50.2802, 7.046 50.2388, 7.0072 50.2195, 6.9939 50.2372, 6.9586 50.2262, 6.8985 50.2432, 6.9056 50.2591, 6.8641 50.2498, 6.8168 50.2887, 6.8028 50.3091, 6.8185 50.3238)))",1.0
07233901,[ 7.9000000000000004 ],Daun,[ 3 ],daun,GEMEINDE,,"MULTIPOLYGON (((6.8168 50.2887, 6.8641 50.2498, 6.9056 50.2591, 6.8985 50.2432, 6.9586 50.2262, 6.9522 50.2082, 6.9734 50.1749, 6.9557 50.1577, 6.9956 50.1341, 6.9792 50.1237, 6.979 50.0982, 6.954 50.08, 6.9063 50.0753, 6.9026 50.098, 6.8578 50.1305, 6.7756 50.1082, 6.7552 50.1177, 6.7004 50.0847, 6.6602 50.0998, 6.6773 50.1072, 6.655 50.1182, 6.6709 50.1299, 6.7238 50.1442, 6.6911 50.1609, 6.7109 50.1862, 6.7571 50.1905, 6.7622 50.2093, 6.7256 50.2105, 6.7393 50.2169, 6.7246 50.224, 6.7422 50.2611, 6.8168 50.2887)))",5.0
07235906,[ 9.5 ],Schweich an der Römischen Weinstraße,[ 5 ],schweich-an-der-roemischen-weinstrasse,GEMEINDE,,"MULTIPOLYGON (((6.6923 49.8573, 6.7283 49.8809, 6.7634 49.8916, 6.7597 49.8796, 6.7845 49.8776, 6.7968 49.8524, 6.8661 49.8656, 6.872 49.8803, 6.9013 49.8314, 6.9506 49.818, 6.9421 49.8046, 6.9001 49.805, 6.9022 49.7915, 6.8754 49.7796, 6.8646 49.7503, 6.7824 49.7516, 6.7392 49.7834, 6.7049 49.7935, 6.7472 49.812, 6.7134 49.8218, 6.6923 49.8573)))",5.0
07331901,[ 8.1999999999999993 ],Alzey-Land,[ 4 ],alzey-land,GEMEINDE,,"MULTIPOLYGON (((7.9534 49.7305, 8.0127 49.7698, 7.9957 49.783, 8.0197 49.8133, 8.1165 49.7905, 8.1953 49.8236, 8.2333 49.8229, 8.2338 49.7684, 8.2036 49.7485, 8.208 49.738, 8.1708 49.7278, 8.1854 49.6729, 8.1502 49.6614, 8.1208 49.6707, 8.1021 49.6985, 8.0184 49.711, 7.9655 49.6985, 7.9729 49.7171, 7.9534 49.7305)))",10.0
07331902,[ 8.9000000000000004 ],Eich,[ 4 ],eich,GEMEINDE,,"MULTIPOLYGON (((8.4483 49.7335, 8.4462 49.7307, 8.3506 49.7306, 8.2874 49.7491, 8.3123 49.7832, 8.3564 49.7822, 8.4001 49.8036, 8.4133 49.7837, 8.4295 49.7671, 8.4732 49.7683, 8.4483 49.7335)))",4.0
07331906,[ 9.5999999999999996 ],Wörrstadt,[ 5 ],woerrstadt,GEMEINDE,,"MULTIPOLYGON (((8.1953 49.8236, 8.1165 49.7905, 8.0197 49.8133, 8.0416 49.8283, 8.028 49.8502, 8.0649 49.8713, 8.05 49.8853, 8.1769 49.8999, 8.2034 49.868, 8.2147 49.8532, 8.1893 49.8422, 8.1953 49.8236)))",6.0
07331907,[ 9.9000000000000004 ],Wonnegau,[ 5 ],wonnegau,GEMEINDE,,"MULTIPOLYGON (((8.2874 49.7491, 8.3506 49.7306, 8.3427 49.683, 8.2577 49.6887, 8.2638 49.6716, 8.1854 49.6729, 8.1708 49.7278, 8.208 49.738, 8.2036 49.7485, 8.2338 49.7684, 8.2874 49.7491)))",3.0
07331905,[ 9.0999999999999996 ],Wöllstein,[ 4 ],woellstein,GEMEINDE,,"MULTIPOLYGON (((7.9635 49.8331, 8.028 49.8502, 8.0416 49.8283, 8.0197 49.8133, 7.9957 49.783, 8.0127 49.7698, 7.9534 49.7305, 7.9351 49.7383, 7.9483 49.7556, 7.9174 49.7432, 7.9055 49.7522, 7.9344 49.768, 7.9276 49.8113, 7.9635 49.8331)))",1.0
07332905,[ 8.0 ],Lambrecht (Pfalz),[ 4 ],lambrecht-pfalz,GEMEINDE,,"MULTIPOLYGON (((7.8483 49.3644, 7.9145 49.3918, 7.9461 49.3875, 7.965 49.4002, 7.9511 49.417, 7.9795 49.4297, 8.0019 49.4297, 8.0228 49.3983, 8.0599 49.4042, 8.067 49.3986, 8.0534 49.3769, 8.0992 49.3925, 8.1028 49.3645, 8.0262 49.3569, 8.0013 49.3405, 7.9815 49.3344, 7.9362 49.3088, 7.8677 49.3133, 7.8551 49.3333, 7.8332 49.3246, 7.8368 49.3592, 7.8483 49.3644)))",2.0
07333903,[ 8.9000000000000004 ],Göllheim,[ 4 ],goellheim,GEMEINDE,,"MULTIPOLYGON (((7.9721 49.5673, 7.9771 49.6078, 7.9512 49.6074, 8.0094 49.624, 8.0277 49.6019, 8.0679 49.6065, 8.0488 49.6454, 8.1208 49.6707, 8.1502 49.6614, 8.1525 49.6269, 8.0895 49.5765, 8.0662 49.5877, 7.9721 49.5673)))",2.0
07333907,[ 6.7000000000000002 ],Nordpfälzer Land,[ 3 ],nordpfaelzer-land,GEMEINDE,,"MULTIPOLYGON (((7.7662 49.7641, 7.7806 49.7511, 7.8621 49.7659, 7.9055 49.7522, 7.9174 49.7432, 7.8925 49.7128, 7.9086 49.6858, 7.8908 49.6696, 7.9502 49.668, 7.9094 49.6528, 7.8911 49.6246, 7.9439 49.6055, 7.8936 49.602, 7.88 49.6309, 7.8608 49.6292, 7.867 49.6176, 7.7814 49.5615, 7.7395 49.5786, 7.7447 49.5971, 7.6964 49.5889, 7.697 49.6199, 7.7269 49.6416, 7.7034 49.6524, 7.7352 49.6975, 7.7244 49.7208, 7.7638 49.7434, 7.7662 49.7641)))",3.0
07334902,[ 7.5999999999999996 ],Hagenbach,[ 3 ],hagenbach,GEMEINDE,,"MULTIPOLYGON (((8.2914 49.0035, 8.2775 48.9898, 8.2616 48.9812, 8.2325 48.9665, 8.0682 48.9996, 8.0686 49.0007, 8.194 48.9843, 8.225 48.9998, 8.2248 49.0251, 8.2499 49.0414, 8.2914 49.0035)))",3.0
07334903,[ 9.1999999999999993 ],Jockgrim,[ 4 ],jockgrim,GEMEINDE,,"MULTIPOLYGON (((8.2535 49.0876, 8.2556 49.1107, 8.2107 49.1089, 8.2241 49.127, 8.2639 49.1259, 8.3089 49.1318, 8.3597 49.1012, 8.3507 49.089, 8.2497 49.0629, 8.2535 49.0876)))",5.0
07335911,[ 10.1 ],Landstuhl,[ 5 ],landstuhl,GEMEINDE,,"MULTIPOLYGON (((7.4741 49.4024, 7.6304 49.4242, 7.6619 49.4264, 7.6951 49.3856, 7.7686 49.3964, 7.8368 49.3592, 7.8332 49.3246, 7.8351 49.3214, 7.7986 49.307, 7.7669 49.3157, 7.7623 49.3447, 7.6693 49.3321, 7.6275 49.3418, 7.6286 49.3591, 7.6057 49.3635, 7.605 49.3774, 7.5598 49.3544, 7.5353 49.3482, 7.5498 49.3545, 7.5265 49.3741, 7.5393 49.3866, 7.4865 49.3859, 7.4741 49.4024)))",7.0
07335902,[ 9.3000000000000007 ],Enkenbach-Alsenborn,[ 4 ],enkenbach-alsenborn,GEMEINDE,,"MULTIPOLYGON (((7.8339 49.513, 7.9579 49.5328, 7.9551 49.4941, 7.9672 49.4904, 7.9483 49.4866, 7.9525 49.4741, 7.9649 49.441, 7.9952 49.4515, 7.9991 49.4443, 7.9814 49.4365, 8.0024 49.4342, 7.9795 49.4297, 7.9511 49.417, 7.965 49.4002, 7.9461 49.3875, 7.9145 49.3918, 7.8483 49.3644, 7.8153 49.3954, 7.8688 49.4101, 7.8635 49.4412, 7.8443 49.4656, 7.7996 49.4677, 7.8022 49.4817, 7.8339 49.513)), ((7.834 49.5196, 7.8264 49.5306, 7.8421 49.5263, 7.8421 49.5227, 7.834 49.5196)))",3.0
07335909,[ 11.199999999999999 ],Weilerbach,[ 6 ],weilerbach,GEMEINDE,,"MULTIPOLYGON (((7.4793 49.4972, 7.5299 49.5278, 7.6069 49.5215, 7.6694 49.5094, 7.6622 49.4963, 7.682 49.4879, 7.6791 49.4607, 7.7046 49.4425, 7.635 49.4465, 7.634 49.4348, 7.609 49.4688, 7.5867 49.4639, 7.5376 49.4909, 7.4809 49.4875, 7.4793 49.4972)))",2.0
07336908,[ 7.0999999999999996 ],Lauterecken-Wolfstein,[ 3 ],lauterecken-wolfstein,GEMEINDE,,"MULTIPOLYGON (((7.4457 49.6643, 7.5213 49.6786, 7.5221 49.7075, 7.5358 49.7138, 7.5481 49.6932, 7.601 49.6801, 7.6595 49.7013, 7.6758 49.6682, 7.6537 49.6394, 7.7034 49.6524, 7.7269 49.6416, 7.697 49.6199, 7.6964 49.5889, 7.6511 49.5887, 7.639 49.5751, 7.6593 49.5598, 7.6069 49.5215, 7.5299 49.5278, 7.5421 49.5366, 7.5211 49.5566, 7.5401 49.5631, 7.5432 49.599, 7.5136 49.601, 7.4874 49.5779, 7.4731 49.5983, 7.4829 49.6189, 7.4531 49.6324, 7.4638 49.6442, 7.4332 49.6406, 7.4273 49.6495, 7.4457 49.6643)))",4.0
07336910,[ 8.9000000000000004 ],Kusel-Altenglan,[ 4 ],kusel-altenglan,GEMEINDE,,"MULTIPOLYGON (((7.2815 49.5053, 7.3091 49.5229, 7.2768 49.5486, 7.3248 49.5564, 7.3623 49.5956, 7.4399 49.5938, 7.4481 49.6159, 7.4332 49.6406, 7.4638 49.6442, 7.4531 49.6324, 7.4829 49.6189, 7.4731 49.5983, 7.4874 49.5779, 7.5136 49.601, 7.5432 49.599, 7.5401 49.5631, 7.5211 49.5566, 7.5421 49.5366, 7.5299 49.5278, 7.4793 49.4972, 7.4698 49.5211, 7.4212 49.4953, 7.4041 49.5059, 7.3345 49.4954, 7.3135 49.5095, 7.296 49.4833, 7.278 49.4845, 7.2815 49.5053)))",4.0
07336909,[ 9.3000000000000007 ],Oberes Glantal,[ 4 ],oberes-glantal,GEMEINDE,,"MULTIPOLYGON (((7.296 49.4833, 7.3135 49.5095, 7.3345 49.4954, 7.4041 49.5059, 7.4212 49.4953, 7.4698 49.5211, 7.4793 49.4972, 7.4809 49.4875, 7.4455 49.4545, 7.4626 49.4381, 7.4105 49.4232, 7.4211 49.4205, 7.3969 49.3719, 7.3664 49.3634, 7.3556 49.3797, 7.3023 49.3862, 7.2929 49.4077, 7.2527 49.4314, 7.2463 49.446, 7.3021 49.4669, 7.296 49.4833)))",7.0
07337901,[ 8.0 ],Annweiler am Trifels,[ 4 ],annweiler-am-trifels,GEMEINDE,,"MULTIPOLYGON (((7.8269 49.2473, 7.8306 49.2691, 7.8727 49.2839, 7.9175 49.2825, 7.9315 49.2454, 7.9586 49.2588, 7.972 49.264, 7.9822 49.267, 7.9864 49.2807, 8.0444 49.2705, 8.0184 49.2591, 8.0236 49.2581, 8.0216 49.2516, 8.0121 49.2359, 8.0445 49.2256, 8.0434 49.2131, 7.9892 49.2027, 7.9828 49.1744, 7.9922 49.1697, 8.0113 49.157, 7.9169 49.1202, 7.8983 49.1479, 7.9168 49.178, 7.888 49.1904, 7.9181 49.2031, 7.9004 49.2109, 7.9012 49.2326, 7.8697 49.2317, 7.8813 49.2468, 7.8488 49.2574, 7.8269 49.2473)))",4.0
07337903,[ 8.0 ],Edenkoben,[ 4 ],edenkoben,GEMEINDE,,"MULTIPOLYGON (((7.9362 49.3088, 7.9815 49.3344, 8.0124 49.2986, 8.1322 49.2846, 8.1963 49.2963, 8.3172 49.3085, 8.3202 49.2965, 8.2476 49.2754, 8.2412 49.2613, 8.2316 49.2602, 8.1477 49.2506, 8.0566 49.2352, 8.0216 49.2516, 8.0236 49.2581, 8.0535 49.2495, 8.0239 49.2614, 8.0184 49.2591, 8.0444 49.2705, 7.9864 49.2807, 7.963 49.2837, 7.9362 49.3088)), ((7.972 49.264, 7.9634 49.2743, 7.9822 49.267, 7.972 49.264)))",4.0
