gkz,values,name,classIndices,friendlyUrl,type,selected,geometry,count_osm
09184118,[ 12.6 ],Feldkirchen (M),[ 6 ],feldkirchen-m,GEMEINDE,,"MULTIPOLYGON (((11.758 48.1486, 11.7477 48.1375, 11.7228 48.1369, 11.7083 48.148, 11.7353 48.1564, 11.758 48.1486)))",1.0
06534010,[ 9.1999999999999993 ],Gladenbach,[ 4 ],gladenbach,GEMEINDE,,"MULTIPOLYGON (((8.6486 50.7627, 8.618 50.7601, 8.5882 50.7352, 8.547 50.7369, 8.5104 50.7372, 8.5248 50.7612, 8.5097 50.7673, 8.5112 50.7989, 8.6302 50.8271, 8.6419 50.8133, 8.6486 50.7627)))",4.0
08437078,[ 9.8000000000000007 ],Meßkirch,[ 5 ],messkirch,GEMEINDE,,"MULTIPOLYGON (((9.1927 47.9793, 9.1903 47.9539, 9.1415 47.9777, 9.1395 47.9597, 9.1004 47.9762, 9.0592 47.9652, 9.0464 47.9863, 9.0639 48.0215, 9.0451 48.0322, 9.0916 48.0553, 9.1211 48.0586, 9.108 48.0377, 9.1321 48.0213, 9.1824 48.0328, 9.1927 47.9793)))",2.0
06439014,[ 8.5 ],Schlangenbad,[ 4 ],schlangenbad,GEMEINDE,,"MULTIPOLYGON (((8.0046 50.0655, 7.9885 50.0723, 8.0119 50.0799, 7.9699 50.0874, 7.9559 50.1131, 8.0275 50.0951, 8.1022 50.1326, 8.1212 50.1113, 8.1028 50.1047, 8.1123 50.0936, 8.1378 50.0875, 8.1111 50.0781, 8.076 50.095, 8.0596 50.0876, 8.0457 50.0812, 8.0046 50.0655)))",1.0
06531016,[ 10.699999999999999 ],Reiskirchen,[ 5 ],reiskirchen,GEMEINDE,,"MULTIPOLYGON (((8.9072 50.5496, 8.8238 50.5577, 8.8042 50.5725, 8.8168 50.6065, 8.8607 50.6316, 8.868 50.6318, 8.907 50.5921, 8.8499 50.581, 8.9248 50.5616, 8.9072 50.5496)))",2.0
01060092,[ 8.3000000000000007 ],Wahlstedt,[ 4 ],wahlstedt,GEMEINDE,,"MULTIPOLYGON (((10.1876 53.9351, 10.1862 53.9495, 10.1513 53.9639, 10.167 53.9691, 10.2033 53.974, 10.238 53.9616, 10.2383 53.944, 10.219 53.9376, 10.1876 53.9351)))",2.0
09472190,[ 8.0 ],Speichersdorf,[ 4 ],speichersdorf,GEMEINDE,,"MULTIPOLYGON (((11.7351 49.8359, 11.7095 49.8452, 11.7312 49.8509, 11.7203 49.8673, 11.723 49.875, 11.753 49.9003, 11.7872 49.8894, 11.8226 49.9026, 11.8526 49.8879, 11.8392 49.8785, 11.8549 49.8472, 11.7892 49.8365, 11.768 49.8408, 11.7351 49.8359)))",1.0
08326075,[ 9.5999999999999996 ],Brigachtal,[ 5 ],brigachtal,GEMEINDE,,"MULTIPOLYGON (((8.5213 47.9987, 8.5058 47.9867, 8.4397 47.9885, 8.4167 48.0226, 8.5074 48.0222, 8.5213 47.9987)))",1.0
05766032,[ 8.5999999999999996 ],Horn-Bad Meinberg,[ 4 ],horn-bad-meinberg,GEMEINDE,,"MULTIPOLYGON (((9.0922 51.8895, 9.051 51.8717, 9.0128 51.8777, 9.0162 51.8596, 8.9963 51.8443, 8.953 51.8362, 8.9595 51.7898, 8.9184 51.8029, 8.9284 51.8079, 8.9165 51.8133, 8.9131 51.8492, 8.8836 51.8485, 8.877 51.8623, 8.8936 51.893, 8.9505 51.8951, 8.985 51.9259, 9.0062 51.9247, 9.0179 51.8984, 9.0877 51.9105, 9.0922 51.8895)))",3.0
08136010,[ 8.8000000000000007 ],Bopfingen,[ 4 ],bopfingen,GEMEINDE,,"MULTIPOLYGON (((10.3858 48.8972, 10.3593 48.8815, 10.3791 48.854, 10.4143 48.8595, 10.4291 48.8455, 10.4264 48.837, 10.387 48.82, 10.2674 48.8234, 10.2681 48.8401, 10.3266 48.8754, 10.2941 48.9041, 10.2872 48.9168, 10.3417 48.9098, 10.3525 48.921, 10.3883 48.9099, 10.3858 48.8972)))",2.0
08236074,[ 9.0 ],Kämpfelbach,[ 4 ],kaempfelbach,GEMEINDE,,"MULTIPOLYGON (((8.6487 48.9459, 8.6611 48.9368, 8.6478 48.9201, 8.6276 48.9099, 8.6124 48.9184, 8.6001 48.9461, 8.6191 48.9568, 8.6487 48.9459)))",1.0
05554052,[ 11.6 ],Schöppingen,[ 6 ],schoeppingen,GEMEINDE,,"MULTIPOLYGON (((7.2509 52.1193, 7.2685 52.0987, 7.2675 52.0581, 7.244 52.0427, 7.1815 52.0473, 7.1027 52.0893, 7.1736 52.1287, 7.2509 52.1193)))",1.0
14627010,[ 6.9000000000000004 ],Coswig (MEI),[ 3 ],coswig-mei,GEMEINDE,,"MULTIPOLYGON (((13.6382 51.1431, 13.601 51.1305, 13.5854 51.1172, 13.5916 51.1048, 13.5001 51.1403, 13.5411 51.1526, 13.6007 51.1431, 13.626 51.1591, 13.6552 51.1606, 13.6382 51.1431)))",4.0
05754008,[ 10.5 ],Gütersloh (GT),[ 5 ],guetersloh-gt,GEMEINDE,1,"MULTIPOLYGON (((8.4487 51.8763, 8.3971 51.857, 8.3642 51.8637, 8.3576 51.8798, 8.3298 51.8756, 8.3303 51.8945, 8.3147 51.8957, 8.3114 51.9126, 8.285 51.9228, 8.2979 51.9309, 8.3335 51.9386, 8.3137 51.9677, 8.3806 51.9751, 8.427 51.9447, 8.4868 51.9453, 8.5059 51.9149, 8.4563 51.9053, 8.4487 51.8763)))",22.0
06533015,[ 8.5 ],Villmar,[ 4 ],villmar,GEMEINDE,,"MULTIPOLYGON (((8.2575 50.3592, 8.2245 50.358, 8.1568 50.3873, 8.1565 50.3893, 8.2121 50.4059, 8.2178 50.4212, 8.2002 50.4303, 8.2297 50.44, 8.251 50.4403, 8.2513 50.424, 8.2914 50.3915, 8.2986 50.3834, 8.2352 50.3822, 8.2575 50.3592)))",2.0
15085110,[ 5.9000000000000004 ],Falkenstein / Harz,[ 2 ],falkenstein-harz,GEMEINDE,,"MULTIPOLYGON (((11.2056 51.6707, 11.2049 51.6869, 11.2475 51.6916, 11.3069 51.7316, 11.3134 51.747, 11.2998 51.759, 11.3272 51.7586, 11.3474 51.7794, 11.401 51.7708, 11.4019 51.73, 11.396 51.6991, 11.3065 51.6593, 11.2364 51.6457, 11.2056 51.6707)))",0.0
03154028,[ 8.6999999999999993 ],Helmstedt (HE),[ 4 ],helmstedt-he,GEMEINDE,,"MULTIPOLYGON (((10.9829 52.2679, 10.9869 52.2577, 11.0254 52.2452, 11.0427 52.2167, 11.0635 52.2187, 11.0143 52.1988, 11.0198 52.1779, 11.0613 52.1679, 11.0444 52.1336, 11.0277 52.1305, 11.0299 52.1519, 11.0205 52.1617, 11.0003 52.1503, 10.9731 52.1702, 10.9675 52.1963, 10.987 52.2045, 10.9378 52.2245, 10.9391 52.2519, 10.9142 52.2834, 10.9829 52.2679)), ((11.0541 52.2329, 11.0549 52.2367, 11.072 52.2376, 11.0614 52.2307, 11.0541 52.2329)))",8.0
08216024,[ 8.0999999999999996 ],Kuppenheim,[ 4 ],kuppenheim,GEMEINDE,,"MULTIPOLYGON (((8.2371 48.8143, 8.2496 48.8235, 8.2352 48.8489, 8.2646 48.8559, 8.2687 48.853, 8.2651 48.8336, 8.285 48.8284, 8.2999 48.8127, 8.2876 48.7912, 8.2541 48.7946, 8.2371 48.8143)))",2.0
16072023,[ 6.5999999999999996 ],Frankenblick,[ 3 ],frankenblick,GEMEINDE,,"MULTIPOLYGON (((11.0455 50.346, 11.0349 50.3606, 11.0257 50.413, 11.051 50.4331, 11.0566 50.4401, 11.1101 50.4257, 11.1558 50.4046, 11.1382 50.3959, 11.1362 50.3704, 11.1151 50.367, 11.0455 50.346)))",1.0
08116020,[ 8.5 ],Frickenhausen,[ 4 ],frickenhausen,GEMEINDE,,"MULTIPOLYGON (((9.4008 48.5968, 9.3731 48.5723, 9.3371 48.5706, 9.3217 48.571, 9.3174 48.5781, 9.3204 48.5794, 9.3518 48.5939, 9.349 48.6061, 9.4008 48.5968)))",2.0
05374004,[ 10.199999999999999 ],Bergneustadt,[ 5 ],bergneustadt,GEMEINDE,,"MULTIPOLYGON (((7.7244 51.0096, 7.6385 51.0034, 7.6195 51.0304, 7.7018 51.0627, 7.7316 51.0404, 7.7244 51.0096)))",5.0
15087386,[ 5.9000000000000004 ],Seegebiet Mansfelder Land,[ 2 ],seegebiet-mansfelder-land,GEMEINDE,,"MULTIPOLYGON (((11.6707 51.5651, 11.6856 51.5702, 11.7257 51.5324, 11.7048 51.5009, 11.7404 51.4862, 11.7801 51.464, 11.7725 51.441, 11.7389 51.4426, 11.7426 51.4307, 11.7162 51.4254, 11.6906 51.4224, 11.6705 51.4526, 11.6362 51.4602, 11.5687 51.4457, 11.5624 51.4838, 11.618 51.4874, 11.6068 51.5008, 11.6194 51.5136, 11.667 51.5268, 11.6707 51.5651)))",2.0
09176139,[ 11.1 ],Kösching,[ 6 ],koesching,GEMEINDE,,"MULTIPOLYGON (((11.5439 48.8993, 11.5704 48.8946, 11.5565 48.8858, 11.5681 48.8692, 11.5668 48.8584, 11.5624 48.8329, 11.4991 48.7843, 11.4685 48.7941, 11.472 48.8185, 11.4701 48.8379, 11.5439 48.8993)))",2.0
03252008,[ 7.0 ],Salzhemmendorf,[ 3 ],salzhemmendorf,GEMEINDE,,"MULTIPOLYGON (((9.647 51.9647, 9.6197 51.9877, 9.5677 52.0442, 9.5223 52.0945, 9.5332 52.1068, 9.6069 52.1012, 9.5747 52.1431, 9.5967 52.1444, 9.629 52.1312, 9.6848 52.1035, 9.6553 52.0705, 9.6438 52.0548, 9.6623 52.0461, 9.6512 52.0501, 9.6608 52.0305, 9.6438 52.0187, 9.654 52.0019, 9.6342 51.9865, 9.647 51.9647)))",3.0
03358019,[ 7.5 ],Schneverdingen,[ 3 ],schneverdingen,GEMEINDE,,"MULTIPOLYGON (((9.7811 53.0346, 9.7752 53.0374, 9.7748 53.0646, 9.7313 53.0946, 9.6255 53.1144, 9.6512 53.1373, 9.6422 53.1422, 9.6738 53.1373, 9.6724 53.1613, 9.759 53.1663, 9.7186 53.1793, 9.6827 53.2194, 9.7999 53.1864, 9.8466 53.21, 9.9351 53.174, 9.8608 53.1587, 9.9272 53.1234, 9.9378 53.0791, 9.8788 53.0413, 9.7811 53.0346)))",3.0
03460002,[ 11.199999999999999 ],Damme,[ 6 ],damme,GEMEINDE,,"MULTIPOLYGON (((8.3084 52.4992, 8.2035 52.4808, 8.1283 52.4941, 8.14 52.5235, 8.1936 52.5568, 8.2554 52.5639, 8.2476 52.5738, 8.3401 52.5707, 8.3456 52.5437, 8.3129 52.5349, 8.3084 52.4992)))",2.0
05334016,[ 8.9000000000000004 ],Herzogenrath,[ 4 ],herzogenrath,GEMEINDE,,"MULTIPOLYGON (((6.0862 50.9134, 6.1418 50.901, 6.1438 50.8914, 6.1254 50.8845, 6.1264 50.8543, 6.0867 50.8529, 6.1049 50.8132, 6.0758 50.8078, 6.0576 50.8513, 6.0741 50.8467, 6.0882 50.8725, 6.0754 50.8927, 6.0862 50.9134)))",9.0
13072095,[ 7.5999999999999996 ],Schwaan,[ 3 ],schwaan,GEMEINDE,,"MULTIPOLYGON (((12.0187 53.9097, 11.9934 53.9099, 11.9797 53.9278, 11.9964 53.9295, 11.9886 53.9404, 12.0019 53.9519, 12.0616 53.9413, 12.0855 53.9645, 12.1154 53.9618, 12.1414 53.9358, 12.1238 53.9277, 12.1192 53.9114, 12.1071 53.9118, 12.0678 53.9254, 12.0187 53.9097)))",2.0
14524250,[ 7.2000000000000002 ],Reinsdorf (Z),[ 3 ],reinsdorf-z,GEMEINDE,,"MULTIPOLYGON (((12.5222 50.6883, 12.5237 50.7139, 12.5571 50.7171, 12.595 50.6968, 12.5546 50.6688, 12.5149 50.6799, 12.5222 50.6883)))",1.0
08215102,[ 9.1999999999999993 ],Eggenstein-Leopoldshafen,[ 4 ],eggenstein-leopoldshafen,GEMEINDE,,"MULTIPOLYGON (((8.4412 49.1026, 8.4365 49.0913, 8.4115 49.0812, 8.4099 49.0631, 8.3481 49.0646, 8.3408 49.0804, 8.3507 49.089, 8.3597 49.1012, 8.3673 49.1296, 8.4143 49.097, 8.4412 49.1026)))",2.0
05166032,[ 9.0999999999999996 ],Viersen (VIE),[ 4 ],viersen-vie,GEMEINDE,,"MULTIPOLYGON (((6.3306 51.2166, 6.2636 51.268, 6.2765 51.2846, 6.3266 51.2778, 6.3138 51.2862, 6.3189 51.3111, 6.372 51.3223, 6.3888 51.3055, 6.4254 51.2776, 6.4138 51.2734, 6.4576 51.2479, 6.4174 51.2201, 6.3614 51.229, 6.3306 51.2166)))",17.0
08317146,[ 8.5999999999999996 ],Zell am Harmersbach,[ 4 ],zell-am-harmersbach,GEMEINDE,,"MULTIPOLYGON (((8.148 48.3394, 8.1102 48.3418, 8.1057 48.3157, 8.0747 48.312, 8.0312 48.3253, 8.0473 48.3582, 8.0555 48.3772, 8.1025 48.3749, 8.148 48.3394)))",3.0
06435014,[ 11.4 ],Hanau,[ 6 ],hanau,GEMEINDE,,"MULTIPOLYGON (((9.0301 50.1127, 9.0031 50.0975, 8.9431 50.0906, 8.909 50.0753, 8.8739 50.0951, 8.8801 50.125, 8.864 50.1478, 8.8819 50.1604, 8.8622 50.1823, 8.8847 50.1957, 8.9098 50.1893, 8.9007 50.1485, 8.9556 50.159, 8.9562 50.1322, 8.9816 50.1522, 9.0027 50.1451, 9.0301 50.1127)))",24.0
14521380,[ 6.4000000000000004 ],Lugau / Erzgebirge,[ 3 ],lugau-erzgebirge,GEMEINDE,,"MULTIPOLYGON (((12.7136 50.7382, 12.7267 50.7508, 12.711 50.7683, 12.7559 50.7712, 12.7786 50.7901, 12.7929 50.7844, 12.7873 50.7497, 12.7756 50.7439, 12.7392 50.7291, 12.7136 50.7382)))",3.0
08118067,[ 10.300000000000001 ],Schwieberdingen,[ 5 ],schwieberdingen,GEMEINDE,,"MULTIPOLYGON (((9.1213 48.8682, 9.0537 48.8581, 9.0639 48.8673, 9.029 48.8828, 9.0292 48.8917, 9.1068 48.8892, 9.1213 48.8682)))",2.0
03461001,[ 8.3000000000000007 ],Berne,[ 4 ],berne,GEMEINDE,,"MULTIPOLYGON (((8.3892 53.1712, 8.4521 53.2024, 8.4649 53.2276, 8.4848 53.2224, 8.5736 53.176, 8.535 53.1246, 8.5213 53.1276, 8.4967 53.1317, 8.5047 53.1196, 8.4617 53.141, 8.4019 53.1214, 8.3892 53.1712)))",2.0
05358060,[ 9.0 ],Vettweiß,[ 4 ],vettweiss,GEMEINDE,,"MULTIPOLYGON (((6.6806 50.7702, 6.6937 50.7537, 6.7019 50.7309, 6.6784 50.7133, 6.6264 50.7341, 6.5882 50.7083, 6.5924 50.6968, 6.5454 50.6997, 6.5179 50.7374, 6.5464 50.7662, 6.6033 50.7881, 6.6806 50.7702)))",1.0
08315073,[ 9.8000000000000007 ],Merzhausen,[ 5 ],merzhausen,GEMEINDE,,"MULTIPOLYGON (((7.8468 47.9625, 7.8092 47.9589, 7.809 47.966, 7.8468 47.9625)))",0.0
06634008,[ 7.7999999999999998 ],Guxhagen,[ 3 ],guxhagen,GEMEINDE,,"MULTIPOLYGON (((9.4608 51.222, 9.474 51.2248, 9.4856 51.2123, 9.5164 51.2225, 9.5675 51.2092, 9.5655 51.1892, 9.5397 51.1758, 9.5308 51.1942, 9.4986 51.1931, 9.4847 51.1739, 9.4528 51.194, 9.4608 51.222)))",1.0
05762032,[ 9.0999999999999996 ],Steinheim,[ 4 ],steinheim,GEMEINDE,,"MULTIPOLYGON (((8.9595 51.7898, 8.953 51.8362, 8.9963 51.8443, 9.0162 51.8596, 9.0128 51.8777, 9.051 51.8717, 9.0922 51.8895, 9.1347 51.9101, 9.123 51.8986, 9.1372 51.8915, 9.132 51.8728, 9.1765 51.8599, 9.143 51.8399, 9.1036 51.8485, 9.0048 51.8171, 8.9917 51.8015, 9.0054 51.7939, 8.9641 51.784, 8.9595 51.7898)))",3.0
09174115,[ 10.0 ],Dachau (DAH),[ 5 ],dachau-dah,GEMEINDE,,"MULTIPOLYGON (((11.5006 48.2541, 11.4698 48.2559, 11.4691 48.2422, 11.4326 48.2303, 11.4067 48.2559, 11.4195 48.2723, 11.3844 48.2938, 11.4038 48.3114, 11.4199 48.3096, 11.4315 48.3029, 11.4248 48.2827, 11.4623 48.29, 11.4999 48.2625, 11.5006 48.2541)))",12.0
13071021,[ 8.8000000000000007 ],Burg Stargard,[ 4 ],burg-stargard,GEMEINDE,,"MULTIPOLYGON (((13.2199 53.4998, 13.2298 53.5159, 13.324 53.5303, 13.366 53.5283, 13.3742 53.516, 13.3553 53.4727, 13.4125 53.4444, 13.3943 53.4274, 13.3171 53.4378, 13.2863 53.4236, 13.2731 53.4402, 13.2545 53.4367, 13.2914 53.4743, 13.2644 53.5033, 13.2539 53.4958, 13.2199 53.4998)))",1.0
08215039,[ 10.9 ],Kronau,[ 5 ],kronau,GEMEINDE,,"MULTIPOLYGON (((8.5823 49.2213, 8.5987 49.2467, 8.6145 49.2409, 8.6407 49.2302, 8.6376 49.2091, 8.5823 49.2213)))",1.0
05758008,[ 9.5 ],Enger,[ 5 ],enger,GEMEINDE,,"MULTIPOLYGON (((8.538 52.1677, 8.5913 52.1711, 8.6057 52.156, 8.5947 52.1453, 8.6154 52.1338, 8.6069 52.1213, 8.5953 52.1233, 8.5895 52.1153, 8.557 52.1108, 8.5593 52.1078, 8.5148 52.1146, 8.4988 52.1578, 8.538 52.1677)))",3.0
07211000,[ 9.5 ],Trier,[ 5 ],trier,KREISFREIE_STADT,,"MULTIPOLYGON (((6.7392 49.7834, 6.6862 49.7641, 6.7438 49.7385, 6.7134 49.7342, 6.6964 49.7098, 6.6522 49.703, 6.6134 49.6992, 6.6186 49.7239, 6.5588 49.7018, 6.5536 49.7398, 6.619 49.7644, 6.5905 49.7801, 6.6329 49.7858, 6.6737 49.8532, 6.6923 49.8573, 6.7134 49.8218, 6.7472 49.812, 6.7049 49.7935, 6.7392 49.7834)))",31.0
08426070,[ 11.199999999999999 ],Laupheim,[ 6 ],laupheim,GEMEINDE,,"MULTIPOLYGON (((9.9184 48.196, 9.8426 48.2008, 9.7659 48.2164, 9.764 48.2268, 9.7951 48.2314, 9.7931 48.2451, 9.8039 48.2518, 9.8449 48.2462, 9.8582 48.2663, 9.9005 48.2335, 9.9211 48.2067, 9.9184 48.196)), ((9.991 48.2436, 9.9908 48.2434, 9.9512 48.2528, 9.9397 48.2669, 9.9683 48.2689, 9.989 48.2628, 9.991 48.2436)))",5.0
08315108,[ 8.0999999999999996 ],Staufen im Breisgau,[ 4 ],staufen-im-breisgau,GEMEINDE,,"MULTIPOLYGON (((7.7278 47.8473, 7.6856 47.8681, 7.6793 47.8778, 7.7081 47.8809, 7.7252 47.9008, 7.7684 47.8769, 7.7564 47.8319, 7.7278 47.8473)))",2.0
01059113,[ 5.9000000000000004 ],Glücksburg / Ostsee,[ 2 ],gluecksburg-ostsee,GEMEINDE,,"MULTIPOLYGON (((9.5691 54.8228, 9.5039 54.811, 9.4924 54.8224, 9.5942 54.8798, 9.6144 54.8771, 9.5895 54.8507, 9.6045 54.8307, 9.5691 54.8228)))",2.0
09274172,[ 7.2999999999999998 ],Pfeffenhausen,[ 3 ],pfeffenhausen,GEMEINDE,,"MULTIPOLYGON (((11.9468 48.727, 11.9532 48.7244, 11.9632 48.6967, 11.9526 48.6884, 12.0117 48.6679, 12.0274 48.6472, 12.0189 48.6331, 11.9727 48.6388, 11.9655 48.6233, 11.8972 48.6225, 11.8854 48.6375, 11.8786 48.664, 11.9023 48.6841, 11.8897 48.6862, 11.8907 48.7001, 11.9468 48.727)))",1.0
06439016,[ 7.4000000000000004 ],Waldems,[ 3 ],waldems,GEMEINDE,,"MULTIPOLYGON (((8.3776 50.2421, 8.3051 50.2214, 8.2929 50.2374, 8.3137 50.2714, 8.355 50.294, 8.3945 50.2744, 8.4113 50.2589, 8.3776 50.2421)))",1.0
08215096,[ 9.5 ],Karlsbad,[ 5 ],karlsbad,GEMEINDE,,"MULTIPOLYGON (((8.5379 48.954, 8.5381 48.9536, 8.5343 48.9281, 8.552 48.9199, 8.518 48.8998, 8.526 48.8787, 8.5007 48.8585, 8.4505 48.8907, 8.4524 48.9021, 8.4934 48.919, 8.4868 48.9413, 8.5379 48.954)))",3.0
08119086,[ 8.4000000000000004 ],Winterbach (WN),[ 4 ],winterbach-wn,GEMEINDE,,"MULTIPOLYGON (((9.4381 48.7895, 9.4772 48.8214, 9.5053 48.806, 9.4907 48.8022, 9.4924 48.7674, 9.4688 48.773, 9.4356 48.7753, 9.4381 48.7895)))",2.0
06531014,[ 10.199999999999999 ],Pohlheim,[ 5 ],pohlheim,GEMEINDE,,"MULTIPOLYGON (((8.6887 50.4869, 8.703 50.5047, 8.7114 50.515, 8.6929 50.5316, 8.7059 50.5437, 8.7426 50.5565, 8.7862 50.5325, 8.771 50.5218, 8.7715 50.4939, 8.7447 50.4928, 8.7396 50.4782, 8.6887 50.4869)))",4.0
08315047,[ 10.1 ],Gundelfingen,[ 5 ],gundelfingen,GEMEINDE,,"MULTIPOLYGON (((7.8502 48.0516, 7.8653 48.0557, 7.8862 48.0532, 7.9158 48.0352, 7.9218 48.0155, 7.874 48.0152, 7.8979 48.0157, 7.8502 48.0516)))",1.0
05382060,[ 10.5 ],Siegburg,[ 5 ],siegburg,GEMEINDE,,"MULTIPOLYGON (((7.1946 50.8237, 7.2381 50.8121, 7.2812 50.8276, 7.3096 50.819, 7.2976 50.8128, 7.2794 50.7905, 7.2428 50.7903, 7.2183 50.7799, 7.1742 50.8005, 7.1946 50.8237)))",12.0
06431014,[ 6.9000000000000004 ],Lautertal (Odenwald),[ 3 ],lautertal-odenwald,GEMEINDE,,"MULTIPOLYGON (((8.7026 49.7543, 8.7389 49.7237, 8.7751 49.7259, 8.7243 49.6823, 8.7205 49.6812, 8.7127 49.6806, 8.7021 49.6978, 8.6548 49.7017, 8.6738 49.7253, 8.7026 49.7543)))",2.0
13071110,[ 8.0 ],Neustrelitz,[ 4 ],neustrelitz,GEMEINDE,,"MULTIPOLYGON (((13.1137 53.2623, 13.0747 53.2613, 13.0374 53.3028, 13.0372 53.3334, 12.9654 53.3592, 12.9649 53.3765, 12.9273 53.3854, 12.9335 53.404, 12.9645 53.4122, 12.9908 53.4011, 13.0419 53.41, 13.0911 53.3779, 13.1054 53.3911, 13.1148 53.3807, 13.1622 53.3293, 13.1823 53.3206, 13.1811 53.2909, 13.1532 53.273, 13.1137 53.2623)))",7.0
03352050,[ 9.5999999999999996 ],Schiffdorf,[ 5 ],schiffdorf,GEMEINDE,,"MULTIPOLYGON (((8.7816 53.4839, 8.6976 53.5142, 8.6375 53.5033, 8.6522 53.516, 8.6395 53.525, 8.6467 53.5557, 8.6202 53.5761, 8.6528 53.6027, 8.6534 53.6031, 8.6583 53.606, 8.6662 53.6217, 8.7063 53.6142, 8.7104 53.5659, 8.875 53.5204, 8.8917 53.5111, 8.8677 53.4953, 8.7816 53.4839)))",3.0
06532020,[ 8.8000000000000007 ],Sinn,[ 4 ],sinn,GEMEINDE,,"MULTIPOLYGON (((8.2708 50.6277, 8.3409 50.6715, 8.3737 50.6533, 8.3786 50.6434, 8.3377 50.6377, 8.3295 50.6229, 8.2708 50.6277)))",2.0
05366044,[ 8.8000000000000007 ],Zülpich,[ 4 ],zuelpich,GEMEINDE,,"MULTIPOLYGON (((6.577 50.64, 6.5667 50.656, 6.6013 50.6734, 6.5924 50.6968, 6.5882 50.7083, 6.6264 50.7341, 6.6784 50.7133, 6.7019 50.7309, 6.6937 50.7537, 6.7239 50.746, 6.7132 50.7318, 6.7773 50.7175, 6.7652 50.6948, 6.7061 50.6902, 6.7316 50.6782, 6.7142 50.6451, 6.6682 50.6305, 6.6278 50.6326, 6.6252 50.652, 6.577 50.64)))",4.0
16067091,[ 8.3000000000000007 ],Nessetal,[ 4 ],nessetal,GEMEINDE,,"MULTIPOLYGON (((10.4821 50.9873, 10.6141 51.0393, 10.7108 51.0522, 10.7542 51.0507, 10.7585 51.0491, 10.7353 51.0238, 10.7557 51.0126, 10.766 50.9978, 10.7554 50.9918, 10.6454 50.9676, 10.6313 50.9729, 10.6292 51.0089, 10.5514 50.9936, 10.551 50.9801, 10.4821 50.9873)))",0.0
09574123,[ 10.199999999999999 ],Feucht,[ 5 ],feucht,GEMEINDE,,"MULTIPOLYGON (((11.2837 49.3861, 11.2887 49.3769, 11.2725 49.373, 11.2506 49.396, 11.2837 49.3861)))",0.0
14521450,[ 7.4000000000000004 ],Oelsnitz / Erzgebirge,[ 3 ],oelsnitz-erzgebirge,GEMEINDE,,"MULTIPOLYGON (((12.6946 50.739, 12.7136 50.7382, 12.7392 50.7291, 12.7522 50.709, 12.718 50.6874, 12.6536 50.7101, 12.6419 50.7238, 12.6682 50.7318, 12.6946 50.739)))",3.0
09576147,[ 8.0999999999999996 ],Spalt,[ 4 ],spalt,GEMEINDE,,"MULTIPOLYGON (((10.9655 49.1517, 10.9389 49.1484, 10.9379 49.1313, 10.9147 49.1378, 10.8546 49.1614, 10.8755 49.1881, 10.8422 49.1881, 10.8377 49.1978, 10.8372 49.1983, 10.8627 49.208, 10.8977 49.2095, 10.9016 49.1925, 10.958 49.204, 10.9869 49.1976, 10.9869 49.1727, 10.9655 49.1517)))",1.0
08326012,[ 10.699999999999999 ],Donaueschingen,[ 5 ],donaueschingen,GEMEINDE,,"MULTIPOLYGON (((8.6145 47.8846, 8.5433 47.9008, 8.5498 47.9209, 8.5288 47.9347, 8.4764 47.9444, 8.4435 47.9428, 8.4252 47.9614, 8.4009 47.9435, 8.3577 47.9595, 8.3424 47.9633, 8.3113 47.9628, 8.3175 47.969, 8.3341 47.965, 8.3615 47.9934, 8.4397 47.9885, 8.5058 47.9867, 8.5213 47.9987, 8.5509 48.0091, 8.573 47.9969, 8.568 47.9593, 8.5884 47.9449, 8.5903 47.9061, 8.6145 47.8846)))",3.0
09778186,[ 9.4000000000000004 ],Ottobeuren,[ 5 ],ottobeuren,GEMEINDE,,"MULTIPOLYGON (((10.3135 47.9923, 10.3363 47.966, 10.335 47.9517, 10.3753 47.9484, 10.3735 47.9224, 10.359 47.919, 10.3783 47.8819, 10.3571 47.8848, 10.2752 47.9114, 10.2733 47.9235, 10.2708 47.945, 10.287 47.9549, 10.2982 47.9573, 10.2965 47.9875, 10.3135 47.9923)))",2.0
09577177,[ 9.6999999999999993 ],Weißenburg in Bayern,[ 5 ],weissenburg-in-bayern,GEMEINDE,,"MULTIPOLYGON (((10.8996 49.0555, 10.9203 49.0645, 10.9758 49.0469, 11.0289 49.0533, 11.064 49.0418, 11.0766 49.0316, 11.0653 49.0231, 11.0726 48.9986, 11.0505 48.978, 11.0877 48.962, 11.083 48.9605, 11.0623 48.9537, 11.047 48.9585, 11.0479 48.9769, 10.9824 48.9789, 10.9358 48.9781, 10.9368 49.0005, 10.8884 49.011, 10.8996 49.0555)))",7.0
09187122,[ 8.6999999999999993 ],Bruckmühl,[ 4 ],bruckmuehl,GEMEINDE,,"MULTIPOLYGON (((11.8883 47.8637, 11.8937 47.8788, 11.8776 47.8949, 11.9254 47.9316, 11.9465 47.9432, 11.9807 47.8922, 11.9672 47.8479, 11.9459 47.8424, 11.8883 47.8637)))",4.0
05570032,[ 10.4 ],Ostbevern,[ 5 ],ostbevern,GEMEINDE,,"MULTIPOLYGON (((7.8849 52.0836, 7.9169 52.0519, 7.8765 52.001, 7.8059 52.0034, 7.7901 52.0324, 7.8009 52.0488, 7.7246 52.0621, 7.7555 52.0985, 7.8501 52.0946, 7.8849 52.0836)))",2.0
